source,title,author,price,tags,image,url,ai_caption,primary_hex,primary_descriptor,ai_palette,image_confidence
Lapa Ninja (Post),Craft,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/craft-do-4-thumb.jpg,https://www.lapa.ninja/post/craft-do-4/,Minimalist design showcasing a serene mood with a clean layout and soft color tones.,,soft neutral,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Stable,FINTECH,,,https://cdn.lapa.ninja/assets/images/1x/stable-thumb.jpg,https://www.lapa.ninja/post/stable/,Minimalist fintech post with a neutral tone and clean layout.,,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Daylight Health,HEALTH FITNESS,,,https://cdn.lapa.ninja/assets/images/1x/daylight-health-thumb.jpg,https://www.lapa.ninja/post/daylight-health/,"Bright health-focused layout with a warm beige palette and clean, spacious design.",,warm beige,"[""#f5f5dc"", ""#ffffff"", ""#ffebcd"", ""#ffe4b5""]",0.5
Lapa Ninja (Post),EverythingMoves,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/everythingmoves-thumb.jpg,https://www.lapa.ninja/post/everythingmoves/,Dynamic design showcasing movement with a vibrant color palette and fluid layout.,,vibrant,"[""#ff5733"", ""#33c1ff"", ""#ff33a1"", ""#33ff57""]",0.5
Lapa Ninja (Post),Operate,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/operate-thumb.jpg,https://www.lapa.ninja/post/operate/,Minimalist SaaS interface with a clean layout and neutral tones.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),ADCKER,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/adcker-thumb.jpg,https://www.lapa.ninja/post/adcker/,"Minimalist design with a neutral tone and clean layout, emphasizing simplicity.",,neutral,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#cccccc""]",0.5
Lapa Ninja (Post),Ben And Martin,PHOTOGRAPHY,,,https://cdn.lapa.ninja/assets/images/1x/benandmartin-thumb.jpg,https://www.lapa.ninja/post/benandmartin/,Minimalist photography showcase with a neutral palette and clean layout.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#000000""]",0.5
Lapa Ninja (Post),L'Étude,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/letude-thumb.jpg,https://www.lapa.ninja/post/letude/,"Minimalist design with a serene mood, featuring a soft color palette and spacious layout.",,soft neutral,"[""#f5f5f5"", ""#e0e0e0"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Abhishek Jha,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/abhishekjha-3-thumb.jpg,https://www.lapa.ninja/post/abhishekjha-3/,Minimalist portfolio showcasing a clean layout with a neutral color tone.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Jack Theobald,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/jacktheobald-thumb.jpg,https://www.lapa.ninja/post/jacktheobald/,Minimalist portfolio showcasing a clean layout with neutral tones and subtle design elements.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#cccccc""]",0.5
Lapa Ninja (Post),Anything,ARTIFICIAL INTELLIGENCE,,,https://cdn.lapa.ninja/assets/images/1x/createanything-thumb.jpg,https://www.lapa.ninja/post/createanything/,"Minimalist layout with a neutral tone, featuring a soft color palette and clean design elements.",,neutral,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),Hurt Feelings,EDUCATION,,,https://cdn.lapa.ninja/assets/images/1x/hurt-feelings-thumb.jpg,https://www.lapa.ninja/post/hurt-feelings/,"Reflective post with a somber mood, featuring a muted color palette and minimal layout.",,neutral tones,"[""#cccccc"", ""#999999"", ""#666666"", ""#333333""]",0.5
Lapa Ninja (Post),monopo NYC,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/monopo-thumb.jpg,https://www.lapa.ninja/post/monopo/,Urban design showcase with a sleek layout and a modern monochrome palette.,,neutral gray,"[""#000000"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Resolute AI,HEALTH FITNESS,,,https://cdn.lapa.ninja/assets/images/1x/theresolute-thumb.jpg,https://www.lapa.ninja/post/theresolute/,Modern AI showcase with a sleek layout and a neutral color tone emphasizing technology.,,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#333333"", ""#ffffff""]",0.5
Lapa Ninja (Post),Studio Nordost,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/studio-nordost-thumb.jpg,https://www.lapa.ninja/post/studio-nordost/,"Minimalist design with a serene mood, featuring a muted color palette and spacious layout.",,neutral tones,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),SkinGame Media,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/skingamemedia-thumb.jpg,https://www.lapa.ninja/post/skingamemedia/,Dynamic media site with a vibrant color scheme and engaging layout.,,vibrant,"[""#ff5733"", ""#33c1ff"", ""#f1c40f"", ""#8e44ad""]",0.5
Lapa Ninja (Post),Rhumb Studio,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/rhumb-thumb.jpg,https://www.lapa.ninja/post/rhumb/,Minimalist studio showcase with a neutral palette and clean layout emphasizing visuals.,,neutral tones,"[""#f5f5f5"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),David Kushner,MUSIC,,,https://cdn.lapa.ninja/assets/images/1x/davidkushnermusic-thumb.jpg,https://www.lapa.ninja/post/davidkushnermusic/,Energetic music post featuring a vibrant color scheme and dynamic layout.,,vibrant,"[""#ff5733"", ""#33c1ff"", ""#ff33a1"", ""#f3ff33""]",0.5
Lapa Ninja (Post),A Present Force,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/apresentforce-thumb.jpg,https://www.lapa.ninja/post/apresentforce/,"Minimalist design with a serene mood, featuring a soft color palette and clean layout.",,soft neutral,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Almost Pearfect,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/almost-pearfect-thumb.jpg,https://www.lapa.ninja/post/almost-pearfect/,"Playful food blog post with warm beige tones and a simple, inviting layout.",,warm beige,"[""#f5e1b0"", ""#f9c74f"", ""#f94144"", ""#90be6d""]",0.5
Lapa Ninja (Post),Parallel,ARTIFICIAL INTELLIGENCE,,,https://cdn.lapa.ninja/assets/images/1x/parallel-thumb.jpg,https://www.lapa.ninja/post/parallel/,"Futuristic design with a sleek layout and a cool color tone, featuring abstract visuals.",,cool gray,"[""#cccccc"", ""#999999"", ""#666666"", ""#333333""]",0.5
Lapa Ninja (Post),Digilab,CORPORATE,,,https://cdn.lapa.ninja/assets/images/1x/digilab-thumb.jpg,https://www.lapa.ninja/post/digilab/,"Modern corporate site with a clean layout and neutral tones, emphasizing professionalism.",,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#333333"", ""#ffffff""]",0.5
Lapa Ninja (Post),Cap,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/cap-3-thumb.jpg,https://www.lapa.ninja/post/cap-3/,Casual and modern design with a neutral palette and simple layout.,,neutral tones,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Stephen Hannon,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/stephenhannon-thumb.jpg,https://www.lapa.ninja/post/stephenhannon/,Minimalist portfolio layout with a neutral tone and clean design elements.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Dust Moto,AUTOMOTIVE,,,https://cdn.lapa.ninja/assets/images/1x/dustmoto-thumb.jpg,https://www.lapa.ninja/post/dustmoto/,Rugged automotive showcase with earthy tones and a dynamic layout emphasizing adventure.,,earthy tones,"[""#8B4513"", ""#A0522D"", ""#D2691E"", ""#F4A460""]",0.5
Lapa Ninja (Post),RIERA,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/rierastudio-thumb.jpg,https://www.lapa.ninja/post/rierastudio/,"Minimalist design with a serene mood, featuring a neutral palette and spacious layout.",,neutral tones,"[""#f5f5f5"", ""#e0e0e0"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Racepoint,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/racepointglobal-thumb.jpg,https://www.lapa.ninja/post/racepointglobal/,"Professional layout with a muted tone, featuring a clean design and subtle color palette.",,neutral tones,"[""#f0f0f0"", ""#cccccc"", ""#333333"", ""#ffffff""]",0.5
Lapa Ninja (Post),Parable,VENTURES,,,https://cdn.lapa.ninja/assets/images/1x/parablevc-thumb.jpg,https://www.lapa.ninja/post/parablevc/,"Minimalist design with a serene mood, featuring a soft color palette and a clean layout.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Nivedha Nirmal,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/nivedhanirmal-thumb.jpg,https://www.lapa.ninja/post/nivedhanirmal/,Minimalist portfolio layout with a serene vibe and soft color tones.,,soft neutral,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Juice Agency,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/juice-agency-thumb.jpg,https://www.lapa.ninja/post/juice-agency/,"Energetic agency showcase with vibrant colors and a clean, modern layout.",,bright and lively,"[""#ffcc00"", ""#ff5733"", ""#33ccff"", ""#ffffff""]",0.5
Lapa Ninja (Post),Clearwater,HEALTH FITNESS,,,https://cdn.lapa.ninja/assets/images/1x/clearwater-thumb.jpg,https://www.lapa.ninja/post/clearwater/,Serene wellness site featuring a calm layout and soft color tones.,,soft green,"[""#a8e6cf"", ""#dcedc1"", ""#ffd3b6"", ""#ffaaa5""]",0.5
Lapa Ninja (Post),BEINGS,CORPORATE,,,https://cdn.lapa.ninja/assets/images/1x/beings-thumb.jpg,https://www.lapa.ninja/post/beings/,"Minimalist design with a serene mood, featuring a neutral palette and spacious layout.",,neutral tones,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),TUX CREATIVE HOUSE,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/tux-thumb.jpg,https://www.lapa.ninja/post/tux/,Creative agency showcase with a modern layout and a neutral color tone.,,neutral,"[""#ffffff"", ""#000000"", ""#f0f0f0"", ""#cccccc""]",0.5
Lapa Ninja (Post),The New Industrials,EDUCATION,,,https://cdn.lapa.ninja/assets/images/1x/thenewindustrials-thumb.jpg,https://www.lapa.ninja/post/thenewindustrials/,Industrial-themed layout with a neutral palette and minimalistic design elements.,,neutral tones,"[""#cccccc"", ""#999999"", ""#666666"", ""#333333""]",0.5
Lapa Ninja (Post),LINE OF SIGHT,FASHION,,,https://cdn.lapa.ninja/assets/images/1x/lineofsight-thumb.jpg,https://www.lapa.ninja/post/lineofsight/,Minimalist fashion post with a neutral tone and clean layout emphasizing visual content.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Double Play,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/doubleplay-thumb.jpg,https://www.lapa.ninja/post/doubleplay/,"Dynamic layout with a playful mood, featuring a vibrant color palette and engaging visuals.",,playful,"[""#ff6f61"", ""#6b5b95"", ""#88b04b"", ""#f7cac9""]",0.5
Lapa Ninja (Post),Alter Geneva,FASHION,,,https://cdn.lapa.ninja/assets/images/1x/altergeneva-thumb.jpg,https://www.lapa.ninja/post/altergeneva/,Elegant fashion showcase with a minimalist layout and soft color tones.,,soft neutral,"[""#f5f5f5"", ""#dcdcdc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Boring Industries,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/boring-industries-thumb.jpg,https://www.lapa.ninja/post/boring-industries/,"Minimalist design with a neutral palette and a clean, structured layout.",,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#999999"", ""#333333""]",0.5
Lapa Ninja (Post),Mike Kus,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/mikekus-thumb.jpg,https://www.lapa.ninja/post/mikekus/,Minimalist portfolio showcasing vibrant colors and a clean layout.,,vibrant,"[""#ff6f61"", ""#6b5b95"", ""#88b04b"", ""#f7cac9""]",0.5
Lapa Ninja (Post),Superpower,HEALTH FITNESS,,,https://cdn.lapa.ninja/assets/images/1x/superpower-2-thumb.jpg,https://www.lapa.ninja/post/superpower-2/,Energetic health-focused layout with vibrant colors and dynamic imagery.,,bright and lively,"[""#ffcc00"", ""#ff5733"", ""#33ccff"", ""#ffffff""]",0.5
Lapa Ninja (Post),Daniel Sun,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/danielsun-3-thumb.jpg,https://www.lapa.ninja/post/danielsun-3/,Minimalist portfolio showcasing a serene mood with a neutral color palette and clean layout.,,neutral tones,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Cobot,APP,,,https://cdn.lapa.ninja/assets/images/1x/cobot-thumb.jpg,https://www.lapa.ninja/post/cobot/,Minimalist design showcasing a tech product with a clean layout and neutral tones.,,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Vetric,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/vetric-thumb.jpg,https://www.lapa.ninja/post/vetric/,Minimalist SaaS landing page with a clean layout and neutral tones.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Solflare,FINTECH,,,https://cdn.lapa.ninja/assets/images/1x/solflare-thumb.jpg,https://www.lapa.ninja/post/solflare/,Minimalist fintech interface with a clean layout and neutral tones.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Charm,DEVELOPMENT TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/charm-thumb.jpg,https://www.lapa.ninja/post/charm/,"Minimalist design with a serene mood, featuring a soft color palette and clean layout.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Cluely,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/cluely-thumb.jpg,https://www.lapa.ninja/post/cluely/,Minimalist SaaS interface with a clean layout and a neutral color tone.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Headroom,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/headroom-thumb.jpg,https://www.lapa.ninja/post/headroom/,"Modern SaaS interface with a clean layout and neutral tones, emphasizing usability.",,neutral tones,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Dream Recorder,HEALTH FITNESS,,,https://cdn.lapa.ninja/assets/images/1x/dreamrecorder-thumb.jpg,https://www.lapa.ninja/post/dreamrecorder/,Serene wellness post featuring a soft color palette and minimalistic layout.,,soft neutral,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Everest Systems,SOFTWARE,,,https://cdn.lapa.ninja/assets/images/1x/everest-systems-thumb.jpg,https://www.lapa.ninja/post/everest-systems/,"Modern tech site with a clean layout and a cool, muted color tone.",,cool gray,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#333333""]",0.5
Lapa Ninja (Post),Elevate,ILLUSTRATION,,,https://cdn.lapa.ninja/assets/images/1x/elevatehomescriptions-thumb.jpg,https://www.lapa.ninja/post/elevatehomescriptions/,"Minimalist design with a serene mood, featuring a soft color palette and spacious layout.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Sebastian Curi,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/sebastiancuri-thumb.jpg,https://www.lapa.ninja/post/sebastiancuri/,Minimalist portfolio showcasing a clean layout with a neutral color tone and striking imagery.,,neutral,"[""#ffffff"", ""#000000"", ""#f0f0f0"", ""#cccccc""]",0.5
Lapa Ninja (Post),Dapper,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/dapper-thumb.jpg,https://www.lapa.ninja/post/dapper/,Sophisticated design showcasing a refined aesthetic with a structured layout and neutral tones.,,neutral tones,"[""#f0f0f0"", ""#cccccc"", ""#333333"", ""#ffffff""]",0.5
Lapa Ninja (Post),Fishwife,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/eatfishwife-2-thumb.jpg,https://www.lapa.ninja/post/eatfishwife-2/,Casual dining site with a warm beige palette and inviting layout.,,warm beige,"[""#f5f5dc"", ""#d2b48c"", ""#fff8dc"", ""#deb887""]",0.5
Lapa Ninja (Post),REN,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/matcharen-thumb.jpg,https://www.lapa.ninja/post/matcharen/,Minimalist food post with warm tones and a clean layout emphasizing the dish.,,warm beige,"[""#f5f5dc"", ""#d2b48c"", ""#fff8dc"", ""#deb887""]",0.5
Lapa Ninja (Post),Sarah Eisman Studio,FASHION,,,https://cdn.lapa.ninja/assets/images/1x/saraheismanstudio-thumb.jpg,https://www.lapa.ninja/post/saraheismanstudio/,Elegant studio website with a minimalist layout and soft neutral tones.,,soft neutral,"[""#f5f5f5"", ""#e0e0e0"", ""#ffffff"", ""#dcdcdc""]",0.5
Lapa Ninja (Post),Cyphr Studio,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/cyphr-studio-thumb.jpg,https://www.lapa.ninja/post/cyphr-studio/,Minimalist studio website with a neutral palette and clean layout.,,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Lottiefiles,DESIGN TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/lottiefiles-thumb.jpg,https://www.lapa.ninja/post/lottiefiles/,Playful design tool showcase with a vibrant color palette and engaging layout.,,bright and playful,"[""#ff6f61"", ""#6b5b95"", ""#88b04b"", ""#f7cac9""]",0.5
Lapa Ninja (Post),Swehl,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/swehl-thumb.jpg,https://www.lapa.ninja/post/swehl/,Minimalist e-commerce site with a clean layout and neutral tones.,,neutral tones,"[""#f5f5f5"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Web Design London,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/web-designlondon-thumb.jpg,https://www.lapa.ninja/post/web-designlondon/,Professional web design showcase with a clean layout and neutral tones.,,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#333333"", ""#ffffff""]",0.5
Lapa Ninja (Post),Visual Domain,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/visualdomain-thumb.jpg,https://www.lapa.ninja/post/visualdomain/,"Minimalist design with a neutral tone and clean layout, emphasizing simplicity.",,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Turn.io,APP,,,https://cdn.lapa.ninja/assets/images/1x/turn-thumb.jpg,https://www.lapa.ninja/post/turn/,"Minimalist design with a serene mood, featuring a soft color palette and spacious layout.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),SquadEasy,APP,,,https://cdn.lapa.ninja/assets/images/1x/squadeasy-2-thumb.jpg,https://www.lapa.ninja/post/squadeasy-2/,Energetic team collaboration site with a vibrant palette and engaging layout.,,dynamic and bright,"[""#ff5733"", ""#33c1ff"", ""#ffc300"", ""#c70039""]",0.5
Lapa Ninja (Post),Posthuman Lab,FASHION,,,https://cdn.lapa.ninja/assets/images/1x/posthmnlab-thumb.jpg,https://www.lapa.ninja/post/posthmnlab/,Futuristic design with a dark palette and minimalistic layout emphasizing technology.,,dark and muted,"[""#000000"", ""#333333"", ""#666666"", ""#ffffff""]",0.5
Lapa Ninja (Post),Portrait,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/portrait-thumb.jpg,https://www.lapa.ninja/post/portrait/,"Minimalist portrait layout with a soft, neutral color tone and clean design elements.",,neutral tones,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Muse Group,CORPORATE,,,https://cdn.lapa.ninja/assets/images/1x/muse-thumb.jpg,https://www.lapa.ninja/post/muse/,"Corporate website with a clean layout and a neutral color tone, emphasizing professionalism.",,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#333333"", ""#ffffff""]",0.5
Lapa Ninja (Post),Figma,DESIGN TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/figma-6-thumb.jpg,https://www.lapa.ninja/post/figma-6/,Minimalist design tool showcase with a clean layout and neutral tones.,,neutral gray,"[""#f5f5f5"", ""#ffffff"", ""#000000"", ""#e0e0e0""]",0.5
Lapa Ninja (Post),Douze,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/drinkdouze-thumb.jpg,https://www.lapa.ninja/post/drinkdouze/,Vibrant drink showcase with a lively color palette and engaging layout.,,bright and lively,"[""#ffcc00"", ""#ff5733"", ""#c70039"", ""#900c3f""]",0.5
Lapa Ninja (Post),Coinsetters,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/coinsetters-thumb.jpg,https://www.lapa.ninja/post/coinsetters/,"Minimalist design with a neutral palette and a clean, spacious layout.",,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),Clutch Sercurity,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/clutch-thumb.jpg,https://www.lapa.ninja/post/clutch/,Secure SaaS interface with a modern layout and a neutral color tone.,,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#333333"", ""#ffffff""]",0.5
