source,title,url,image,dominant_colors,color_weights,primary_hex,primary_descriptor,elements,mood_keywords,confidence,caption,tags,cluster
Lapa Ninja (Post),Form&Fun,https://www.lapa.ninja/post/formandfun/,https://cdn.lapa.ninja/assets/images/1x/formandfun-thumb.jpg,"[""#fcc8e2"", ""#fffefe""]","{""#fcc8e2"": 0.36, ""#fffefe"": 0.4802}",#fcc8e2,light bright red,"form, large typography, footer, sidebar, avatar, feature list","futuristic, modern, artistic",0.68,Modern layout with light bright red typography and a structured sidebar.,"modern, futuristic, light-red, typography, sidebar, artistic",1
Lapa Ninja (Post),Bloom & Wolf,https://www.lapa.ninja/post/bloomandwolf/,https://cdn.lapa.ninja/assets/images/1x/bloomandwolf-thumb.jpg,"[""#772326"", ""#f7f7f5""]","{""#772326"": 0.2275, ""#f7f7f5"": 0.5531}",#772326,bright red,"grid layout, large typography, rounded buttons, pricing cards, video background, footer","creative, modern, artistic",0.61,Creative grid layout with bright red typography and rounded buttons.,"modern, artistic, grid, bright-red, typography, rounded-buttons, pricing-cards",7
Lapa Ninja (Post),Azione,https://www.lapa.ninja/post/azionepr/,https://cdn.lapa.ninja/assets/images/1x/azionepr-thumb.jpg,"[""#17201a"", ""#70452e""]","{""#17201a"": 0.3475, ""#70452e"": 0.3027}",#17201a,dark muted green,"sidebar, grid layout, rounded buttons, two-column layout, split screen, form","modern, artistic, minimal",0.67,Modern split screen layout with dark muted green sidebar and rounded buttons.,"modern, artistic, dark-muted-green, grid, rounded-buttons, minimal, form",0
Lapa Ninja (Post),Maggie App,https://www.lapa.ninja/post/maggie-app/,https://cdn.lapa.ninja/assets/images/1x/maggie-app-thumb.jpg,"[""#fcfe94"", ""#82eca7""]","{""#fcfe94"": 0.5433, ""#82eca7"": 0.3113}",#fcfe94,bright yellow,"icon list, sidebar, feature list, footer, search bar, card list","modern, creative, cool",0.75,Modern layout with bright yellow sidebar and organized feature list.,"modern, creative, bright-yellow, sidebar, feature-list, organized",1
Lapa Ninja (Post),Grit Pictures,https://www.lapa.ninja/post/grit/,https://cdn.lapa.ninja/assets/images/1x/grit-thumb.jpg,"[""#060606"", ""#f7f7f7""]","{""#060606"": 0.7411, ""#f7f7f7"": 0.0979}",#060606,dark neutral,"sidebar, large typography, video background, card list, footer, feature list","cool, creative, artistic",0.75,Creative layout with dark neutral tones featuring large typography and a video background.,"cool, artistic, dark-neutral, typography, video-background, sidebar, modern",6
Lapa Ninja (Post),That One Couple,https://www.lapa.ninja/post/thatonecouple/,https://cdn.lapa.ninja/assets/images/1x/thatonecouple-thumb.jpg,"[""#341b18"", ""#fcfcfc""]","{""#341b18"": 0.2701, ""#fcfcfc"": 0.3778}",#341b18,dark bright red,"rounded buttons, grid layout, sidebar, split screen, large typography, search bar","modern, retro, bold",0.64,Modern split screen layout with dark bright red sidebar and large typography.,"modern, bold, dark-red, split-screen, grid, rounded-buttons",0
Lapa Ninja (Post),Studio Tyrsa,https://www.lapa.ninja/post/studiotyrsa/,https://cdn.lapa.ninja/assets/images/1x/studiotyrsa-thumb.jpg,"[""#100b0c"", ""#fbfbfb""]","{""#100b0c"": 0.2289, ""#fbfbfb"": 0.3659}",#100b0c,dark neutral,"video background, sidebar, rounded buttons, footer, feature list, large typography","cool, retro, professional",0.61,Professional layout with dark neutral video background and large typography.,"professional, cool, dark-neutral, video-background, rounded-buttons, retro, sidebar",6
Lapa Ninja (Post),Revitin,https://www.lapa.ninja/post/revitin/,https://cdn.lapa.ninja/assets/images/1x/revitin-thumb.jpg,"[""#fbf6e8""]","{""#fbf6e8"": 0.8931}",#fbf6e8,light neutral,"rounded buttons, grid layout, large typography, footer, search bar, sidebar","minimal, luxury, modern",0.75,Minimal grid layout with light neutral tones and large typography.,"minimal, luxury, modern, grid, typography, rounded-buttons",3
Lapa Ninja (Post),Early Works,https://www.lapa.ninja/post/early/,https://cdn.lapa.ninja/assets/images/1x/early-thumb.jpg,"[""#010101"", ""#d7dfeb""]","{""#010101"": 0.6468, ""#d7dfeb"": 0.2162}",#010101,dark neutral,"rounded buttons, large typography, pricing cards, single column, sidebar, chart","modern, futuristic, professional",0.75,Modern single column layout with dark neutral tones and large typography.,"modern, professional, dark, single-column, typography, rounded-buttons",1
Lapa Ninja (Post),Exrcst,https://www.lapa.ninja/post/exrcst/,https://cdn.lapa.ninja/assets/images/1x/exrcst-thumb.jpg,"[""#f1f1f1"", ""#1b0e0e""]","{""#f1f1f1"": 0.4754, ""#1b0e0e"": 0.1778}",#f1f1f1,light neutral,"sidebar, large typography, video background, feature list, icon list, split screen","modern, artistic, minimal",0.74,Modern split screen layout with light neutral background and large typography.,"modern, minimal, light, split-screen, typography, artistic",5
Lapa Ninja (Post),Scout Motors,https://www.lapa.ninja/post/scoutmotors/,https://cdn.lapa.ninja/assets/images/1x/scoutmotors-thumb.jpg,"[""#1f1718"", ""#aaa3a0""]","{""#1f1718"": 0.2916, ""#aaa3a0"": 0.2236}",#1f1718,dark muted red,"video background, sidebar, top navigation, search bar, rounded buttons, feature list","retro, trustworthy, modern",0.65,Modern layout with dark muted red video background and rounded buttons.,"modern, retro, dark-red, video, sidebar, rounded-buttons",6
Lapa Ninja (Post),T3 by EquipmentShare,https://www.lapa.ninja/post/t3/,https://cdn.lapa.ninja/assets/images/1x/t3-thumb.jpg,"[""#161711"", ""#fdf3e9""]","{""#161711"": 0.3565, ""#fdf3e9"": 0.3272}",#161711,dark muted yellow,"grid layout, top navigation, large typography, footer, feature list, rounded buttons","modern, futuristic, minimal",0.68,Modern grid layout with dark muted yellow typography and rounded buttons.,"modern, grid, dark-muted-yellow, rounded-buttons, typography, minimal",4
Lapa Ninja (Post),Sunrise Robotics,https://www.lapa.ninja/post/sunriserobotics/,https://cdn.lapa.ninja/assets/images/1x/sunriserobotics-thumb.jpg,"[""#e3e3dd"", ""#0f100a""]","{""#e3e3dd"": 0.4856, ""#0f100a"": 0.2537}",#e3e3dd,light gray,"large typography, rounded buttons, sidebar, grid layout, form, top navigation","minimal, modern, cool",0.74,Minimal grid layout with light gray background and large typography.,"minimal, modern, light-gray, grid, typography, rounded-buttons",3
Lapa Ninja (Post),Normal Computing,https://www.lapa.ninja/post/normalcomputing/,https://cdn.lapa.ninja/assets/images/1x/normalcomputing-thumb.jpg,"[""#e0e0e4"", ""#0e191e""]","{""#e0e0e4"": 0.431, ""#0e191e"": 0.3739}",#e0e0e4,light gray,"large typography, rounded buttons, grid layout, split screen, top navigation, sidebar","modern, futuristic, calm",0.72,Modern split screen layout with light gray background and large typography.,"modern, calm, light-gray, grid, rounded-buttons, sidebar, top-navigation",0
Lapa Ninja (Post),Michael Aust,https://www.lapa.ninja/post/michael-aust/,https://cdn.lapa.ninja/assets/images/1x/michael-aust-thumb.jpg,"[""#d8d8d8"", ""#363636""]","{""#d8d8d8"": 0.5502, ""#363636"": 0.2836}",#d8d8d8,light gray,"large typography, split screen, sidebar, search bar, rounded buttons, footer","trustworthy, modern, professional",0.75,Modern split screen layout with light gray background and large typography.,"modern, professional, light-gray, split-screen, typography, rounded-buttons",0
Lapa Ninja (Post),Dorian Lods,https://www.lapa.ninja/post/dorianlods/,https://cdn.lapa.ninja/assets/images/1x/dorianlods-thumb.jpg,"[""#080509"", ""#dcdadc""]","{""#080509"": 0.8708, ""#dcdadc"": 0.0588}",#080509,dark neutral,"large typography, rounded buttons, video background, footer, pricing cards, sidebar","cool, creative, bold",0.75,Bold dark layout featuring large typography and rounded buttons with a video background.,"bold, dark, creative, typography, rounded-buttons, video-background, modern",6
Lapa Ninja (Post),Olha Lazarieva,https://www.lapa.ninja/post/olhalazarieva/,https://cdn.lapa.ninja/assets/images/1x/olhalazarieva-thumb.jpg,"[""#111110"", ""#f7f7f6""]","{""#111110"": 0.3269, ""#f7f7f6"": 0.5975}",#111110,dark neutral,"large typography, grid layout, pricing cards, sidebar, split screen, feature list","creative, modern, artistic",0.66,Creative grid layout with dark neutral tones and large typography.,"modern, artistic, grid, dark-neutral, typography, pricing-cards, sidebar",7
Lapa Ninja (Post),Panconesi,https://www.lapa.ninja/post/marcopanconesi/,https://cdn.lapa.ninja/assets/images/1x/marcopanconesi-thumb.jpg,"[""#fcfcfc"", ""#b8b2ad""]","{""#fcfcfc"": 0.4012, ""#b8b2ad"": 0.1608}",#fcfcfc,light neutral,"rounded buttons, grid layout, sidebar, icon list, avatar, feature list","modern, minimal, bold",0.7,Modern grid layout with light neutral background and rounded buttons.,"modern, minimal, light, grid, rounded-buttons, sidebar, bold",2
Lapa Ninja (Post),Ink Games,https://www.lapa.ninja/post/inkgames/,https://cdn.lapa.ninja/assets/images/1x/inkgames-thumb.jpg,"[""#0b0f12"", ""#e7ecee""]","{""#0b0f12"": 0.6113, ""#e7ecee"": 0.1145}",#0b0f12,dark neutral,"sidebar, video background, feature list, card list, icon list, split screen","retro, modern, futuristic",0.75,Modern split screen layout with dark neutral video background and feature list cards.,"modern, split-screen, dark-neutral, retro, video-background, feature-list",5
Lapa Ninja (Post),Celeres,https://www.lapa.ninja/post/celeresinvestments/,https://cdn.lapa.ninja/assets/images/1x/celeresinvestments-thumb.jpg,"[""#efe9e1"", ""#c6b3a9""]","{""#efe9e1"": 0.7687, ""#c6b3a9"": 0.0787}",#efe9e1,light muted orange,"sidebar, grid layout, video background, rounded buttons, pricing cards, feature list","professional, modern, minimal",0.75,Professional grid layout with light muted orange background and rounded buttons.,"professional, modern, minimal, light, grid, rounded-buttons, video-background",2
Lapa Ninja (Post),Cofounder,https://www.lapa.ninja/post/cofounder/,https://cdn.lapa.ninja/assets/images/1x/cofounder-thumb.jpg,"[""#fdfefc"", ""#54b1d7""]","{""#fdfefc"": 0.6023, ""#54b1d7"": 0.1248}",#fdfefc,light neutral,"rounded buttons, grid layout, search bar, video background, sidebar, large typography","minimal, modern, calm",0.75,Minimal grid layout with light neutral background and rounded buttons.,"minimal, modern, calm, grid, rounded-buttons, large-typography",2
Lapa Ninja (Post),Dayos,https://www.lapa.ninja/post/dayos/,https://cdn.lapa.ninja/assets/images/1x/dayos-thumb.jpg,"[""#010101"", ""#e6e6e6""]","{""#010101"": 0.5734, ""#e6e6e6"": 0.3502}",#010101,dark neutral,"large typography, data table, form, pricing cards, avatar, grid layout","modern, futuristic, cool",0.75,Modern grid layout featuring dark neutral tones with large typography and pricing cards.,"modern, grid, dark-neutral, typography, pricing-cards, data-table",7
Lapa Ninja (Post),Mouthwash Studio,https://www.lapa.ninja/post/mouthwash-studio-2/,https://cdn.lapa.ninja/assets/images/1x/mouthwash-studio-2-thumb.jpg,"[""#150e13"", ""#f6f6f6""]","{""#150e13"": 0.217, ""#f6f6f6"": 0.4203}",#150e13,dark neutral,"rounded buttons, sidebar, split screen, feature list, large typography, grid layout","modern, futuristic, minimal",0.61,Modern split screen layout with dark neutral tones and large typography.,"modern, minimal, dark, split-screen, rounded-buttons, grid, futuristic",0
Lapa Ninja (Post),Rue Haus,https://www.lapa.ninja/post/ruehaus/,https://cdn.lapa.ninja/assets/images/1x/ruehaus-thumb.jpg,"[""#1b1716"", ""#f5f5f1""]","{""#1b1716"": 0.1971, ""#f5f5f1"": 0.536}",#1b1716,dark muted red,"large typography, rounded buttons, sidebar, footer, search bar, feature list","luxury, bold, futuristic",0.6,Bold layout with dark muted red typography and rounded buttons.,"luxury, bold, dark-red, rounded-buttons, sidebar, modern",1
Lapa Ninja (Post),Craft,https://www.lapa.ninja/post/craft-do-4/,https://cdn.lapa.ninja/assets/images/1x/craft-do-4-thumb.jpg,"[""#b0d6ec"", ""#faf8f5""]","{""#b0d6ec"": 0.2362, ""#faf8f5"": 0.6586}",#b0d6ec,bright blue,"grid layout, pricing cards, rounded buttons, sidebar, feature list, icon list","modern, minimal, professional",0.62,Modern grid layout with bright blue pricing cards and rounded buttons.,"modern, minimal, bright-blue, grid, professional, pricing-cards",7
Lapa Ninja (Post),Stable,https://www.lapa.ninja/post/stable/,https://cdn.lapa.ninja/assets/images/1x/stable-thumb.jpg,"[""#ebf9f3"", ""#ffffff""]","{""#ebf9f3"": 0.3777, ""#ffffff"": 0.5168}",#ebf9f3,light neutral,"rounded buttons, form, sidebar, split screen, large typography, pricing cards","minimal, modern, retro",0.69,Minimal split screen layout with light neutral background and large typography.,"minimal, modern, light, split-screen, typography, rounded-buttons, pricing-cards",0
Lapa Ninja (Post),Daylight Health,https://www.lapa.ninja/post/daylight-health/,https://cdn.lapa.ninja/assets/images/1x/daylight-health-thumb.jpg,"[""#f7c231"", ""#f6ebbf""]","{""#f7c231"": 0.4498, ""#f6ebbf"": 0.2796}",#f7c231,bright orange,"grid layout, rounded buttons, search bar, large typography, split screen, video background","cool, minimal, creative",0.72,Minimal grid layout with bright orange accents and large typography.,"minimal, grid, bright-orange, rounded-buttons, creative, video-background",4
Lapa Ninja (Post),EverythingMoves,https://www.lapa.ninja/post/everythingmoves/,https://cdn.lapa.ninja/assets/images/1x/everythingmoves-thumb.jpg,"[""#f9f9f9"", ""#0d1117""]","{""#f9f9f9"": 0.8293, ""#0d1117"": 0.0784}",#f9f9f9,light neutral,"feature list, rounded buttons, sidebar, search bar, two-column layout, footer","modern, futuristic, cool",0.75,Modern two-column layout with light neutral background and rounded buttons.,"modern, two-column, light, rounded-buttons, sidebar, feature-list",1
Lapa Ninja (Post),Operate,https://www.lapa.ninja/post/operate/,https://cdn.lapa.ninja/assets/images/1x/operate-thumb.jpg,"[""#dfdfdf"", ""#8ac098""]","{""#dfdfdf"": 0.4997, ""#8ac098"": 0.3669}",#dfdfdf,light gray,"grid layout, large typography, footer, top navigation, rounded buttons, pricing cards","minimal, modern, creative",0.75,Minimal grid layout with light gray background and large typography.,"minimal, modern, light-gray, grid, typography, rounded-buttons, footer",3
Lapa Ninja (Post),ADCKER,https://www.lapa.ninja/post/adcker/,https://cdn.lapa.ninja/assets/images/1x/adcker-thumb.jpg,"[""#eeede9"", ""#242626""]","{""#eeede9"": 0.4921, ""#242626"": 0.2079}",#eeede9,light neutral,"sidebar, grid layout, icon list, video background, hero image, feature list","modern, bold, cool",0.75,Modern grid layout with light neutral background and a prominent video hero.,"modern, grid, light, video, sidebar, bold",6
Lapa Ninja (Post),Ben And Martin,https://www.lapa.ninja/post/benandmartin/,https://cdn.lapa.ninja/assets/images/1x/benandmartin-thumb.jpg,"[""#262417"", ""#6c5a40""]","{""#262417"": 0.3724, ""#6c5a40"": 0.2795}",#262417,dark muted yellow,"sidebar, video background, feature list, rounded buttons, split screen, icon list","modern, calm, bold",0.69,Modern split screen layout with dark muted yellow video background and rounded buttons.,"modern, calm, dark-muted-yellow, split-screen, rounded-buttons, video-background",5
Lapa Ninja (Post),L'Étude,https://www.lapa.ninja/post/letude/,https://cdn.lapa.ninja/assets/images/1x/letude-thumb.jpg,"[""#9497a3"", ""#eb362a""]","{""#9497a3"": 0.4813, ""#eb362a"": 0.3162}",#9497a3,muted gray,"large typography, sidebar, video background, feature list, centered hero, grid layout","futuristic, modern, minimal",0.74,Modern grid layout with muted gray background and large typography.,"modern, minimal, muted-gray, grid, typography, futuristic",4
Lapa Ninja (Post),Abhishek Jha,https://www.lapa.ninja/post/abhishekjha-3/,https://cdn.lapa.ninja/assets/images/1x/abhishekjha-3-thumb.jpg,"[""#b5c6d7"", ""#f2f3f5""]","{""#b5c6d7"": 0.2606, ""#f2f3f5"": 0.4229}",#b5c6d7,muted blue,"large typography, sidebar, avatar, video background, logo, footer","futuristic, modern, cool",0.63,Modern layout with muted blue sidebar and large typography elements.,"modern, futuristic, muted-blue, typography, sidebar, video-background",6
Lapa Ninja (Post),Jack Theobald,https://www.lapa.ninja/post/jacktheobald/,https://cdn.lapa.ninja/assets/images/1x/jacktheobald-thumb.jpg,"[""#fbfcfc"", ""#2c292b""]","{""#fbfcfc"": 0.7399, ""#2c292b"": 0.1069}",#fbfcfc,light neutral,"grid layout, rounded buttons, search bar, sidebar, split screen, footer","modern, minimal, futuristic",0.75,Modern split screen layout with dark accents and rounded buttons.,"modern, minimal, dark, grid, rounded-buttons, sidebar, footer",0
